data/department,data/season/0,data/occasion/0,data/categories/0,data/categories/1,data/categories/2,data/categories/3,data/categories/4,data/physical IDs/0,data/physical IDs/1,data/physical IDs/2,data/physical IDs/3,data/physical IDs/4,data/curation date,data/description,data/categories/5,data/physical IDs/5,data/season/1,data/occasion/1,data/occasion/2,data/season/2,data/season/3,data/occasion/3,data/categories/6,data/physical IDs/6,data/occasion/4,data/occasion/5,data/occasion/6,data/categories/7,data/physical IDs/7
Womens,summer,nightout,Dresses,Shoes,Handbags,Earrings,Bracelets,31hSVlxR0lL,71iRlTztPSL,81nfsAPInPL,91fQgB1b0HL,71TREPwv5dL,2019-04-07,"Dresses, shoes, necklaces and earrings for special events.",,,winter,work,casual,spring,fall,,,,,,,,
Womens,summer,work,"Coats, Jackets & Vests",Pants,Shoes,"Tops, Tees & Blouses",Shoes,91aoN19RZbL,81jRi81U2RL,81wqvKIXaxL,31JsjJL4V7L,61IIyb0sFoL,2019-04-07,"Belts, shoes and coats to pull your outfit together.",,,winter,casual,sportswear,spring,fall,,,,,,,,
Womens,summer,nightout,"Tops, Tees & Blouses",Handbags,Suiting & Blazers,,,81XxWYOF5XL,81ZxiUDDC3L,71KbbkfV47L,,,2019-04-07,"Jumpsuits, shoes, handbags, sunglasses and blazers for polished style.",,,spring,work,casual,,,formal,,,,,,,
Womens,spring,swimwear,Skirts,"Tops, Tees & Blouses",Shoes,Earrings,,71IIbHzTyPL,31JsjJL4V7L,81AV76ffR+L,81Smn1I8wGL,,2019-04-07,"Dresses, sunglasses, hats, earrings and shoes for effortless chic.",,,summer,casual,nightout,,,,,,,,,,
Womens,summer,nightout,Skirts,"Tops, Tees & Blouses",Shoes,Earrings,,71hzzZIqhJL,81rdhlHsJOL,611LxUJpr5L,61ldfJOX59L,,2019-04-07,"Tops, pants, handbags and blazers for work and everyday.",,,winter,work,formal,spring,fall,,,,,,,,
Womens,summer,nightout,Suiting & Blazers,"Tops, Tees & Blouses","Tops, Tees & Blouses",Shoes,,71KbbkfV47L,81rdhlHsJOL,81sMuiUOPDL,713QNVskOEL,,2019-04-07,"Swimsuits, hats, sunglasses for poolside glamour.",,,winter,work,,spring,fall,,,,,,,,
Womens,summer,smart-casual,"Jumpsuits, Rompers & Overalls",Earrings,,,,810cckC+J4L,71s4tNWo-ZL,,,,2019-04-10,"Stylish women's suiting, blazers, pants, and shoes for a polished look.",,,,nightout,,,,,,,,,,,
Womens,winter,smart-casual,Dresses,Shoes,Earrings,,,31hSVlxR0lL,71XvdmZ1TNL,71mZTs1jrBL,,,2019-04-10,"Fun women's jumpsuits, rompers, necklaces, shoes, and sunglasses for a trendy outfit.",,,fall,work,nightout,,,,,,,,,,
Womens,winter,smart-casual,"Tops, Tees & Blouses",Shoes,"Coats, Jackets & Vests",,,81FFVLmMbhL,91vvCJvw33L,81jDDG5iWKL,,,2019-04-10,Elegant women's dresses and earrings for a feminine style.,,,,work,,,,,,,,,,,
Womens,spring,smart-casual,Jeans,"Tops, Tees & Blouses",Shoes,Earrings,,71qRQxc7HbL,81jDDG5iWKL,71zVpGkgcKL,61F97Vg0yiL,,2019-04-10,"Fashionable women's dresses, shoes, earrings, and sunglasses for a chic daytime look.",,,summer,,,,,,,,,,,,
Womens,spring,formal,Pants,"Tops, Tees & Blouses",Shoes,,,710ejv1u8nL,51KK-vQJZkL,81WjTxvNA5L,,,2019-04-10,"Casual women's tops, tees, jeans, shoes, handbags, and sunglasses for an effortless outfit. ",,,fall,work,casual,,,,,,,,,,
Womens,fall,smart-casual,"Jumpsuits, Rompers & Overalls","Tops, Tees & Blouses",Handbags,,,81bjb+u+ApL,31JsjJL4V7L,A1SNbrvxegL,,,2019-04-10,"Relaxed women's tops, tees, jeans, sunglasses, and shoes for an easy daytime style.",,,winter,casual,,,,,,,,,,,
Womens,fall,smart-casual,Sweaters,Handbags,,,,51+HJSMXe0L,61p+hbmbc9L,,,,2019-04-10,"Chic women's coats, jackets, vests, sweaters, pants, and shoes for a sophisticated look. ",,,winter,work,casual,,,,,,,,,,
Womens,spring,formal,Dresses,Shoes,Handbags,Earrings,,31JsjJL4V7L,71uYtoeNFEL,71MC3jKoTnL,71x+YqknOyL,,2019-04-10,"Glamorous women's dresses, shoes, handbags, and earrings for an elegant night out.",,,summer,smart-casual,,,,,,,,,,,
Womens,summer,nightout,"Jumpsuits, Rompers & Overalls",Shoes,Sunglasses,Necklaces,,81bjb+u+ApL,81TqXGSje7L,61EVE8ILxpL,61x0j7FTjKL,,2019-04-11,"Stylish women's dresses, shoes, necklaces, handbags, coats, jackets, vests, and sunglasses for a polished look.",,,spring,smart-casual,casual,fall,,,,,,,,,
Womens,spring,formal,Dresses,Shoes,Necklaces,Earrings,,816zL9CVIKL,91XJMlq7GYL,61XcjR6jGVL,81pgB4ZvCoL,,2019-04-14,"Feminine women's dresses, handbags, sunglasses, and earrings for a lovely daytime style.",,,summer,smart-casual,nightout,,,,,,,,,,
Womens,spring,smart-casual,Belts,Shoes,"Coats, Jackets & Vests",,,71GpG9mJKKL,81o-rFRDkeL,81jDDG5iWKL,,,2019-04-14,"Elegant women's dresses, shoes, coats, jackets, vests, earrings, and sunglasses for a refined look. ",,,,formal,,,,,,,,,,,
Womens,summer,smart-casual,"Jumpsuits, Rompers & Overalls",Shoes,Handbags,Sunglasses,Suiting & Blazers,61MQokwIcHL,71RfSCf95qL,91IwHj0khIL,71vzD5nhJNL,71KbbkfV47L,2019-04-15,"Sophisticated women's dresses, shoes, coats, jackets, vests, and earrings for a polished daytime outfit.",,,spring,nightout,work,fall,,,,,,,,,
Womens,summer,smart-casual,Dresses,Sunglasses,Hats & Caps,Earrings,Shoes,31JsjJL4V7L,61YF+YDFUBL,91HUZZdV4xL,91fQgB1b0HL,81VkNB20aiL,2019-04-17,"Chic women's dresses, shoes, handbags, and earrings for an elegant look.",,,,swimwear,,,,,,,,,,,
Womens,summer,work,"Tops, Tees & Blouses",Pants,Handbags,Suiting & Blazers,,31JsjJL4V7L,71kaeSG3nrL,91wpVKenpwL,71KbbkfV47L,,2019-04-18,"Fashionable women's dresses, shoes, necklaces, and earrings for a glamorous style. ",,,,formal,,,,,,,,,,,
Womens,summer,swimwear,Swimsuits & Cover Ups,Hats & Caps,Sunglasses,,,71HlXEw746L,91B+YtGfhsL,61S3KCSj58L,,,2019-04-21,"Stylish women's dresses, coats, jackets, vests, and necklaces for a refined look.",,,winter,sportswear,,spring,fall,,,,,,,,
Womens,summer,nightout,Suiting & Blazers,Pants,Shoes,,,31JsjJL4V7L,71Klq6sPQ7L,810nRkkkSfL,,,2019-06-01,Beautiful women's dresses and shoes for a feminine style. ,,,winter,smart-casual,,spring,fall,,,,,,,,
Womens,summer,smart-casual,"Jumpsuits, Rompers & Overalls",Necklaces,Shoes,Sunglasses,,8165QxoKDUL,71abzhZSK6L,81FhgSosTyL,61V6klOeS8L,,2019-06-02,"Lovely women's dresses, handbags, and earrings for a chic look.",,,spring,nightout,work,fall,,formal,,,,,,,
Womens,summer,nightout,Dresses,Earrings,,,,81FFVAsZFyL,81r1hm3AmcL,,,,2019-06-02,"Casual women's tops, pants, shoes, handbags, earrings, and necklaces for an effortless daytime outfit.",,,winter,smart-casual,formal,spring,fall,,,,,,,,
Womens,winter,formal,Dresses,Shoes,Earrings,Sunglasses,,31hSVlxR0lL,71XwUHqrcyL,71FcZi1WHUL,71qWkfugxaL,,2019-06-02,"Glamorous women's dresses, shoes, bracelets, handbags, and coats for an elegant evening look. ",,,fall,work,nightout,,,,,,,,,,
Womens,spring,smart-casual,"Tops, Tees & Blouses",Jeans,Shoes,Handbags,Sunglasses,31JsjJL4V7L,81Tyy6KNDfL,81NmXvQOtBL,912oXDN7NjL,61Mmjb0VHoL,2019-06-02,"Fashionable women's dresses, shoes, earrings, necklaces, and handbags for a stylish daytime outfit. ",,,summer,casual,nightout,,,,,,,,,,
Womens,summer,smart-casual,"Tops, Tees & Blouses",Jeans,Sunglasses,Shoes,,91h-vv0V6ML,61gwuhIxR+L,61sFCAT6GoL,81YNCjNXgYL,,2019-06-04,"Chic women's dresses, sweaters, coats, handbags, and bracelets for a sophisticated look.",,,spring,nightout,work,,,casual,,,,,,,
Womens,fall,smart-casual,"Coats, Jackets & Vests",Sweaters,Pants,Shoes,,81MWAmw1SxL,51+HJSMXe0L,61iWqPNT1SL,81y2xHHoJZL,,2019-06-05,"Elegant women's dresses, shoes, coats, jackets, and earrings for a polished evening style.",,,winter,nightout,casual,,,,,,,,,,
Womens,fall,casual-event,Dresses,Shoes,Handbags,Earrings,,818rSJaodBL,41yHVVBk0OL,414f5og7lIL,31MWzto2gGL,,2019-06-11,"Refined women's dresses, suiting, blazers, handbags, and earrings for a professional look.",,,winter,casual,,,,,,,,,,,
Womens,winter,casual-event,Dresses,Shoes,Necklaces,Handbags,Sunglasses,81kkE-clr2L,417s-dXjadL,415SOUh1OvL,41kTNhHd8jL,31QDGPbQtML,2019-06-11,"Fun women's jumpsuits, rompers, shoes, and handbags for a playful daytime outfit.","Coats, Jackets & Vests",31q5i1r-MeL,fall,work,nightout,,,,,,,,,,
Womens,winter,casual-event,Dresses,Handbags,Sunglasses,Earrings,,71GQg+71vnL,41ARryqvoqL,31hmJmj6bHL,41OFo7KQN9L,,2019-06-11,"Casual women's tops, tees, jeans, shoes, and handbags for an effortless look.",,,fall,work,,,,,,,,,,,
Womens,fall,casual-event,Dresses,Shoes,Earrings,Necklaces,"Coats, Jackets & Vests",512Gnq2EEBL,41OBLzKk1HL,317kL7tj0BL,31vcJ9Z5-yL,41XOluUakYL,2019-06-11,"Womens Jumpsuits, Rompers & Overalls for stylish outfit. Completed with handbags, shoes and bracelets. ",Sunglasses,31oiWKrR2AL,winter,work-casual,casual,,,,,,,,,,
Womens,winter,casual-event,Dresses,Shoes,"Coats, Jackets & Vests",Earrings,Necklaces,512Gnq2EEBL,41kG2VBCaUL,41MSw+Jwf9L,31X-Pysos5L,31vVkZnLckL,2019-06-11,"Womens Jumpsuits, Rompers & Overalls for chic look. Paired with handbags, shoes and earrings.",,,fall,work-casual,work,,,,,,,,,,
Womens,winter,casual-event,Dresses,Shoes,Handbags,Earrings,,81kFdrD839L,41dFyZl5jqL,4107LsqW3rL,41s+BlMr4eL,,2019-06-11,"Womens Sweaters, Jeans, Shoes and more for casual wear. With handbags and sunglasses.",,,spring,work,work-casual,fall,,,,,,,,,
Womens,winter,casual-event,Dresses,Shoes,Necklaces,Earrings,Handbags,61EL5ljmLdL,51URWA9k0AL,51CyCZX+kSL,31LHsAm4KTL,31we6MgurYL,2019-06-11,"Womens Dresses, Shoes and Coats for polished ensemble. Jackets and vests included.",,,fall,work,work-casual,,,casual,,,,,,,
Womens,winter,semi-formal,Dresses,"Coats, Jackets & Vests",Necklaces,,,71ua4dDrejL,41aXv3ghGnL,31LSwKnwMRL,,,2019-06-11,"Womens Dresses, Shoes, Sweaters and more for layered outfit. With coats, handbags and earrings. ",,,fall,nightout,,,,,,,,,,,
Womens,winter,nightout,Dresses,Shoes,,,,718VrHJtetL,31wCviwuprL,,,,2019-06-11,"Womens Dresses, Shoes, Blazers for professional style. Handbags, earrings and bracelets included.",,,fall,casual-event,work,,,work-casual,,,,,,,
Womens,spring,formal,Dresses,Handbags,Earrings,,,71ua4dDrejL,217oaMv61rL,412tYIH-tVL,,,2019-06-11,"Womens Dresses, Shoes and Bracelets for fashionable look. With handbags and coats, jackets & vests.",,,fall,semi-formal,,winter,,,,,,,,,
Womens,spring,work-casual,"Tops, Tees & Blouses",Pants,Shoes,Handbags,Earrings,718VrHJtetL,71ieASqoYcL,71YCYhJWDwL,61vGvfk0JqL,81TBfyzQKRL,2019-06-11,"Womens Dresses, Shoes and Handbags for chic style. Completed with earrings and bracelets. ",Necklaces,71c0h4wHXYL,fall,nightout,,,,,,,,,,,
Womens,winter,casual-event,Dresses,Shoes,Bracelets,Handbags,"Coats, Jackets & Vests",614nQfGetKL,31UuTOKTX7L,41InvNvXinL,31iuzia49aL,51+J9yS6c1L,2019-06-11,"Womens Dresses, Shoes and Coats for polished look. Jackets & vests included.",,,fall,nightout,,,,,,,,,,,
Womens,winter,casual-event,Dresses,Shoes,Earrings,Necklaces,Handbags,31UuTOKTX7L,31yw72YMXSL,41UgDNNqwEL,41OYp-hLLrL,41+-irt3ToL,2019-06-11,"Womens Dresses, Shoes, Coats for tailored outfit. With handbags and earrings.",,,fall,semi-formal,nightout,,,,,,,,,,
Womens,fall,casual-event,Dresses,Sweaters,"Coats, Jackets & Vests",Handbags,Bracelets,71Nhs+sxZaL,51+HJSMXe0L,31Jg5C2WqWL,31TWPA1S-fL,41vKGfMtCdL,2019-06-11,"Womens Dresses, Shoes and Handbags for everyday wear. Paired with earrings.",,,winter,work,business-attire,,,,,,,,,,
Womens,winter,casual-event,Dresses,Shoes,"Coats, Jackets & Vests",Earrings,,51KK-vQJZkL,41nQJIQsndL,31iEEY3sgTL,415Ah14FtkL,,2019-06-11,"Womens Dresses, Handbags and Shoes for versatile style. With earrings.",,,fall,work-casual,nightout,,,,,,,,,,
Womens,winter,casual-event,Dresses,Suiting & Blazers,Handbags,Earrings,,51DRc866tzL,51zH+Jtk1DL,51wal+zMwVL,41cbe2I8DbL,,2019-06-12,"Womens Dresses, Shoes and Handbags for chic ensemble. Finished with earrings.",,,fall,work,business-attire,,,semi-formal,,,,,,,
Womens,summer,nightout,"Jumpsuits, Rompers & Overalls",Shoes,Handbags,,,81Y5LNl8d-L,81hUBK-A9nL,91Ovn2iWq1L,,,2019-06-12,"Womens Jumpsuits, Earrings, Shoes and Handbags for stylish look.",,,spring,semi-formal,formal,fall,,,,,,,,,
Womens,fall,work-casual,"Tops, Tees & Blouses",Jeans,Shoes,Handbags,,719kph1kBnL,71AxDYLSerL,61fSyIGjT7L,812xupP+dtL,,2019-06-12,"Womens Dresses, Shoes, Handbags and more for complete outfit. With sunglasses and earrings.",,,,casual,,,,,,,,,,,
Womens,summer,semi-formal,"Jumpsuits, Rompers & Overalls",Shoes,Handbags,Bracelets,,719kph1kBnL,71OMmSezj6L,91-qmf-LmRL,71+t064OJOL,,2019-06-12,"Womens Dresses, Shoes, Handbags for chic style. Completed with earrings.",,,,formal,nightout,,,,,,,,,,
Womens,summer,semi-formal,"Jumpsuits, Rompers & Overalls",Shoes,Handbags,Earrings,,71WN4h5OGfL,81reHaPhOmL,919Hwf0pZ2L,71fenIaULeL,,2019-06-12,"Womens Dresses, Shoes, Coats and Sweaters for layered look. With handbags and earrings.",,,,formal,,,,,,,,,,,
Womens,fall,casual-event,Sweaters,Jeans,Shoes,Sunglasses,Handbags,51+HJSMXe0L,61GQmdApqhL,81XTIyBjG-L,61mABq8vDBL,819AhWwfiBL,2019-06-12,"Womens Dresses, Shoes, Blazers for professional ensemble. Paired with handbags and earrings. ",,,winter,nightout,casual,,,,,,,,,,
Womens,winter,nightout,Dresses,Shoes,"Coats, Jackets & Vests",,,61Wc9rjBxoL,51dR8L6eQlL,51YVcxfDE+L,,,2019-06-12,"Womens Dresses, Shoes, Sweaters, Coats for cold weather wear. With watches, earrings and handbags. ",,,spring,casual-event,work-casual,fall,,casual,,,,,,,
Womens,fall,semi-formal,Dresses,Shoes,Sweaters,"Coats, Jackets & Vests",Handbags,81GlOBvG3OL,4170sgPQV6L,51+HJSMXe0L,31PPRAgNdHL,31rTDuHxENL,2019-06-12,"Womens Dresses, Blazers, Shoes and more for polished look. With earrings and handbags.",Earrings,31gZ8wSo7zL,winter,work,business-attire,,,,,,,,,,
Womens,fall,semi-formal,Dresses,Shoes,Suiting & Blazers,Handbags,Earrings,81GlOBvG3OL,41abJ5zVxvL,31oYYaoFXVL,41k9cOFwQBL,31UsT4R2S4L,2019-06-12,"Womens Jumpsuits, Coats, Shoes and Handbags for stylish outfit. ",Bracelets,31QC2MXaNnL,winter,nightout,business-attire,,,,,,,,,,
Womens,spring,work-casual,Dresses,Shoes,Bracelets,Handbags,"Coats, Jackets & Vests",81GlOBvG3OL,31Vu61hBedL,41IQqTO-5VL,41F5Y0ISMRL,41WD1i0MoAL,2019-06-12,"Womens Jumpsuits, Shoes, Handbags and Sunglasses for chic look.",,,fall,work,casual,,,,,,,,,,
Womens,winter,nightout,Dresses,Shoes,Handbags,Earrings,Bracelets,31hSVlxR0lL,51GYLAetUSL,217oaMv61rL,41LYsn4pfwL,41c5hFLne0L,2019-06-12,"Womens Dresses, Shoes, Earrings, Necklaces and more for fashionable style. With coats and handbags. ",,,spring,work,semi-formal,fall,,,,,,,,,
Womens,winter,nightout,Dresses,Shoes,"Coats, Jackets & Vests",,,71-jqLRAWBL,31mwnc7zjHL,51+HJSMXe0L,,,2019-06-12,"Womens Dresses, Shoes, Necklaces, Bracelets for elegant look. With coats, jackets, vests and handbags.",,,spring,casual-event,semi-formal,fall,,,,,,,,,
Womens,fall,nightout,Dresses,Shoes,"Coats, Jackets & Vests",Handbags,Earrings,71-jqLRAWBL,41ewvWIK5kL,81dm3xLo06L,41YJzAU6ohL,41eTcjBTE4L,2019-06-12,"Womens Dresses, Shoes, Earrings, Handbags, Sweaters and Coats for layered ensemble.",,,winter,business-attire,,,,,,,,,,,
Womens,summer,casual-event,Dresses,Shoes,Handbags,Earrings,,817wlGdBzmL,81dm3xLo06L,911TTiK7mmL,91uOPZytpqL,,2019-06-13,"Look chic in dresses, shoes, sweaters, coats, jackets, vests and handbags. The perfect outfit for any occasion.",,,spring,semi-formal,,fall,,,,,,,,,
Womens,spring,casual-event,Dresses,Handbags,Shoes,Earrings,,31hSVlxR0lL,91XA3BvdIRL,51F7Mh59usL,81R2C401eQL,,2019-06-13,"Dresses, shoes, earrings, handbags, blazers and coats for stylish versatility. From work to weekend, you'll look fabulous.  ",,,summer,semi-formal,formal,,,,,,,,,,
Womens,winter,nightout,Dresses,Shoes,Handbags,Earrings,,31hSVlxR0lL,718w28n7RAL,91XI+PY3awL,81f5UQhontL,,2019-06-13,"Dresses, shoes, handbags and earrings to complement your personal style. Simple pieces for everyday wear.",,,spring,casual-event,work-casual,fall,,,,,,,,,
Womens,summer,nightout,"Jumpsuits, Rompers & Overalls",Earrings,Shoes,Handbags,,71Dz8xVDRKL,81b6DaA8jUL,81L8-yPODXL,A1ka1GqWC5L,,2019-06-13,"Pants, tops, tees, shoes, handbags and sunglasses for casual comfort and laidback vibes. Effortless weekend style.",,,winter,semi-formal,,spring,fall,,,,,,,,
Womens,winter,nightout,Dresses,Shoes,Handbags,"Coats, Jackets & Vests",Earrings,31hSVlxR0lL,312l3S0Bt7L,41TmK7FQ4LL,413t1ZHSxYL,41Kz0K9muFL,2019-06-13,"Rompers, blazers, shoes, handbags and earrings for a modern, sophisticated look. Polished pieces from day to night. ",Sunglasses,31Fus5vepsL,spring,casual-event,work,fall,,,,,,,,,
Womens,winter,semi-formal,Dresses,Shoes,Handbags,Earrings,,31hSVlxR0lL,51NMc8DEI4L,41mIApWnztL,41kvaSpkPsL,,2019-06-13,"Tops, tees, jeans, shoes, earrings and handbags. Casual staples for a relaxed yet put together vibe.",,,fall,work,nightout,,,,,,,,,,
Womens,winter,casual-event,Dresses,Shoes,"Coats, Jackets & Vests",Sweaters,Handbags,517MCDEXT8L,31tOM1ASnVL,41vj6lzGP3L,51+HJSMXe0L,41G+fR4dxHL,2019-06-13,"Dresses, shoes, blazers, earrings, handbags and watches. The perfect mix of classic style and modern chic. ",Earrings,41QbmvfCm3L,spring,work,work-casual,fall,,business-attire,,,,,,,
Womens,winter,nightout,Dresses,Shoes,Suiting & Blazers,Handbags,Earrings,31hSVlxR0lL,41bW1G16GIL,31hv5-4BtSL,41c5k3ZlWEL,31EyHts4HGL,2019-06-13,"Dresses, shoes, coats, earrings and handbags. Elevated essentials for everyday elegance and versatility.",,,spring,business-attire,semi-formal,fall,,,,,,,,,
Womens,winter,work,Dresses,Shoes,Sweaters,"Coats, Jackets & Vests",Watches,71KbbkfV47L,31erteoFMHL,41b46qj92zL,31t1SssCZCL,41eYoBns43L,2019-06-14,"Dresses, coats, shoes, earrings, watches and handbags. Timeless pieces for polished femininity. ",Earrings,41s4gv+KopL,spring,work-casual,business-attire,fall,,,Handbags,417MyVdgroL,,,,,
Womens,fall,work-casual,Dresses,Suiting & Blazers,Shoes,Earrings,Handbags,31hSVlxR0lL,318hnTCvlbL,41frLvPQHhL,41C5v-0HouL,31Q8TIrg7kL,2019-06-14,"Dresses, shoes, coats, earrings, necklaces and handbags. Luxe layers and accessories for glamorous flair.",,,winter,work,business-attire,,,,,,,,,,
Womens,spring,semi-formal,"Jumpsuits, Rompers & Overalls","Coats, Jackets & Vests",Shoes,Handbags,,71eGAT8pMGL,81B8hrlIpnL,71XLGM8nh2L,91if-dOe9jL,,2019-06-15,"Dresses, tops, handbags and shoes. Effortless chic for work, weekends and everything in between.",,,winter,business-attire,,fall,,,,,,,,,
Womens,spring,casual-event,"Jumpsuits, Rompers & Overalls",Shoes,Handbags,Sunglasses,,71GtMQO5ZuL,81s0uvrBtcL,71bVWtTlLAL,61XhQsZBhTL,,2019-06-16,"Dresses, coats, hats, handbags and tops. Statement outerwear and accessories for standout style.",,,summer,casual,nightout,,,,,,,,,,
Womens,winter,work,Dresses,Shoes,Earrings,Necklaces,Handbags,71GtMQO5ZuL,41SOHAS3MXL,31EjG2+YQRL,310+jBPirrL,41zw9zqazeL,2019-06-16,"Dresses, belts, coats, sunglasses, shoes. Outfit elevating layers and accessories for all day polish.  ","Coats, Jackets & Vests",31t1SssCZCL,spring,business-attire,semi-formal,fall,,,,,,,,,
Womens,winter,nightout,Dresses,Shoes,Necklaces,Bracelets,"Coats, Jackets & Vests",61-RfMvtlDL,41eMYJRjBEL,31TtoT5DGyL,41ex1PJ5KEL,5127gdBMUXL,2019-06-17,"Dresses, watches, handbags, shoes and coats. Classic style staples for timeless sophistication.",Handbags,41xCGqcNZ-L,spring,casual-event,casual,fall,,,,,,,,,
Womens,fall,work-casual,Dresses,Shoes,Earrings,Handbags,Sweaters,61-RfMvtlDL,31HEiv8TZwL,41eVWZhSJWL,31mnVbxL3pL,51oTkPOHlvL,2019-06-17,"Dresses, shoes, earrings and handbags. Feminine essentials for versatile polish every day.","Coats, Jackets & Vests",41MSw+Jwf9L,winter,business-attire,,,,,,,,,,,
Womens,winter,nightout,Dresses,Shoes,Sweaters,"Coats, Jackets & Vests",Handbags,61-RfMvtlDL,41AFbXtnI6L,51+HJSMXe0L,311ur4R9QxL,41QIs5xR5jL,2019-06-17,"Pants, shoes, tops, earrings and handbags. Casual chic pieces for everyday wear.",Earrings,312WPudItdL,fall,casual-event,work,,,business-attire,,,,,,,
Womens,winter,casual-event,Dresses,Shoes,Earrings,Handbags,Suiting & Blazers,71E4s7GLyOL,31lyKr0D77L,41UPOVazsrL,41zw9zqazeL,41jclAZNBeL,2019-06-17,"Pants, tops, shoes, earrings and handbags. Effortless style for work and weekends.","Coats, Jackets & Vests",31ctJ54Q5cL,spring,work,work-casual,fall,,business-attire,,,semi-formal,,,,
Womens,spring,casual-event,Dresses,Shoes,Handbags,Earrings,,81eXaVYF+XL,81KWtg2saXL,712sTVi04VL,718IRGxTVVL,,2019-06-19,"Skirts, tops, shoes, handbags and earrings. Feminine essentials for versatile style.",,,summer,formal,nightout,,,,,,,,,,
Womens,summer,work,Pants,"Tops, Tees & Blouses",Shoes,Handbags,Sunglasses,81HRMR4kLSL,81UXaN9R+QL,719KsBS5e8L,81AlvbZOoxL,61pwrnkzzUL,2019-06-20,"Dresses, coats, shoes, watches and earrings. Polished pieces for sophisticated flair.",,,winter,work-casual,,spring,fall,,,,,,,,
Womens,spring,semi-formal,"Jumpsuits, Rompers & Overalls",Suiting & Blazers,Shoes,Handbags,Earrings,71m+4YiLprL,81Nxi9TuhvL,81uxzzPU-fL,91qTt25VzPL,71IMS9ipYJL,2019-06-21,"Dresses, handbags, belts, coats and earrings. Luxe layers and accessories for standout chic.  ",,,fall,work,,,,,,,,,,,
Womens,summer,nightout,"Tops, Tees & Blouses",Jeans,Shoes,Earrings,Handbags,31JsjJL4V7L,31f19L7BCrL,41igMjIURfL,41BzLFIsRYL,51LB2tmet4L,2019-06-23,"Dresses, coats, shoes, earrings and handbags. Elevated essentials for everyday elegance.",,,winter,casual-event,,spring,fall,,,,,,,,
Womens,fall,work,Dresses,Shoes,Suiting & Blazers,Earrings,Handbags,31JsjJL4V7L,41bJxdzZ0mL,51Ar0Ew29BL,31hbS1fOJUL,416sUPjWpBL,2019-06-24,"Coats, tops, jeans, shoes and handbags. Weekend staples with casual vibes. ",Watches,41dKTKa1erL,winter,nightout,business-attire,,,,,,,,,,
Womens,winter,work-casual,Dresses,Shoes,"Coats, Jackets & Vests",Necklaces,Earrings,31hSVlxR0lL,31La1N1Dz6L,41jclAZNBeL,31tS+IaO2uL,41fmbgCZNRL,2019-07-10,"Rompers, shoes, earrings, handbags and sunglasses. Effortless style from workdays to weekends.",Handbags,31cDtVsIHjL,fall,work,nightout,,,,,,,,,,
Womens,winter,casual-event,Dresses,"Coats, Jackets & Vests",Shoes,Earrings,Watches,51gRP6tPgEL,41xApAJp94L,21Lfuz-JogL,31rtnsSK9QL,41k7DAHJ+iL,2019-07-11,"Dresses, shoes, handbags, bracelets and earrings. Polished femininity with luxe accents.  ",Handbags,31d7zOogYfL,fall,work,work-casual,,,semi-formal,,,,,,,
Womens,winter,casual-event,Dresses,Shoes,"Coats, Jackets & Vests",Earrings,Handbags,71iMw1f2QuL,31ePB6rYasL,41U2tGFImIL,31X6LWV8sFL,31cbZ3x3RWL,2019-07-17,"Dresses, shoes, handbags, sunglasses and earrings. Versatile chic for every occasion.",Necklaces,31rkpk94Y1L,fall,work-casual,semi-formal,,,,,,,,,,
Womens,winter,nightout,Dresses,"Tops, Tees & Blouses",Handbags,Shoes,,41dPjN6SiiL,31JsjJL4V7L,41e9Fza+GpL,31eo2ctOaoL,,2019-08-02,"Womens summer styles. Dresses, swimsuits, shoes, handbags, and more for your whole wardrobe.",,,fall,casual-event,work-casual,,,casual,,,formal,,,,
Womens,fall,casual-event,Dresses,"Coats, Jackets & Vests",Hats & Caps,Handbags,"Tops, Tees & Blouses",41dPjN6SiiL,41GsFOxXLvL,41jdted4E-L,51qrTDKn0hL,21x1YNWc1IL,2019-08-02,"Trendy women's fashions. Skirts, swimsuits, shoes, handbags, and sunglasses to refresh your look.",,,winter,work,casual,,,,,,,,,,
Womens,winter,nightout,Dresses,Belts,"Coats, Jackets & Vests",Handbags,Sunglasses,31T5Fn+v46L,31SDsOXMHRL,31gRnpQvMGL,41ES56eQ5xL,31ouZ5rKTpL,2019-08-02,"Must-have women's accessories. Dresses, handbags, sunglasses, earrings, shoes, and necklaces.",Shoes,21MVqqN+qvL,fall,casual-event,work,,,work-casual,,,business-attire,,,,
Womens,winter,nightout,Dresses,Watches,Handbags,Shoes,"Coats, Jackets & Vests",31T5Fn+v46L,31YnV+oudnL,31jzqlERu+L,41beec-hndL,31ptaD6XALL,2019-08-02,"Women's coats and dresses. Stay cozy and chic with dresses, shoes, handbags, and more. ",,,fall,work,work-casual,,,business-attire,,,,,,,
Womens,winter,nightout,Dresses,Shoes,Earrings,Handbags,,31T5Fn+v46L,41BHZFkq4lL,41CRhcJYqzL,41a6t6hCLkL,,2019-08-02,"Women's dresswear essentials. Dresses, shoes, earrings, and handbags for any occasion.",,,fall,work,work-casual,,,casual,,,,,,,
Womens,summer,casual-event,Pants,Shoes,"Tops, Tees & Blouses",Earrings,Handbags,41EzEmEVaZL,317kTc8y-rL,41vhIJ9iNuL,41nzBSIFk+L,31pLw4jUfdL,2019-08-03,"Tailored women's apparel. Dresses, shoes, earrings, blazers, and handbags for work and play.",,,spring,work,work-casual,fall,,business-attire,,,casual,,,,
